quality,coverage,history,value
0.6872700594236812,0.42959305018703375,0.4093645469887248,58.060354728444665
0.9753571532049581,0.6793306631648507,0.39758303925759986,75.81546506829157
0.8659969709057025,0.9110620851134859,0.9250036644168294,93.06999004162323
0.7993292420985183,0.8125574204866928,0.3996369598796049,63.57382484196243
0.5780093202212182,0.8645928035030148,0.4175597809029048,69.87983538095887
0.5779972601681014,0.7611483566975021,0.807518609934371,71.25430079566517
0.5290418060840998,0.7845935951624967,0.559791873960432,60.770859226831156
0.9330880728874675,0.8944369560957235,0.821368445564145,89.87996985466391
0.8005575058716043,0.4747676062014301,0.2522929260515082,46.065313438710334
0.8540362888980227,0.6425974745501983,0.5900569549387075,73.44705109604888
0.5102922471479012,0.45484660927372156,0.22689088014662612,36.85673567325159
0.9849549260809971,0.9913676055976528,0.25012256276428363,73.58577587904715
0.9162213204002109,0.9608415377806292,0.9251499626755288,85.79525977412922
0.6061695553391381,0.3275987679579541,0.31139629689407616,49.06108838939545
0.5909124836035503,0.7939026207609818,0.6259365458201738,63.925187747816786
0.5917022549267169,0.947673822190966,0.5288764820805653,77.72722457534911
0.6521211214797689,0.4264027415891335,0.47787466100707415,50.27680002472579
0.762378215816119,0.6975616613868406,0.919866676549818,69.3696639069649
0.7159725093210578,0.9408418083116292,0.2174587174203916,61.422209399515836
0.645614570099021,0.32376218501005916,0.7310317489404714,61.6111111028594
0.8059264473611898,0.7881941870727879,0.9707155473708404,83.31225223658285
0.569746930326021,0.5081443051607855,0.6481345467694736,54.03685508045216
0.6460723242676091,0.9470773367635712,0.9494579696264736,83.52714012735512
0.6831809216468459,0.9797407716157573,0.24180630342881904,70.17223513898354
0.728034992108518,0.9609865423794037,0.5350346552593291,81.7187891286154
0.8925879806965068,0.6319499516602246,0.40812623276964094,75.26741950467378
0.5998368910791798,0.9034298556925193,0.7846567719845838,73.43109666307454
0.7571172192068059,0.8911845789745492,0.9850376723977974,79.4718524119162
0.7962072844310213,0.5233703312702789,0.4052240499553983,58.229528414969195
0.5232252063599989,0.8802408319054742,0.7233396811792596,71.12233193348749
0.8037724259507192,0.32590534430084483,0.35847810620779214,47.700742112700084
0.5852620618436457,0.7173889149374371,0.6522642036572879,60.03994501351311
0.5325257964926398,0.4610061861013921,0.571145989350669,53.43383751477047
0.9744427686266666,0.38439682004409514,0.9776042637052298,76.62844428138848
0.9828160165372797,0.3538672411404464,0.6868218181571732,69.03252453239408
0.9041986740582306,0.7874021431146978,0.479605097669455,71.92467273957968
0.6523068845866853,0.5379124746376462,0.2912766279103467,51.04912412251486
0.5488360570031919,0.807336740070133,0.3209974629879477,53.61399903593951
0.8421165132560784,0.34574943855925966,0.3802535439609881,59.74322153446586
0.7200762468698007,0.5207032364814272,0.4007733290722384,62.22324305206671
0.5610191174223894,0.677643904662736,0.8804928462729102,58.93968320572364
0.7475884550556351,0.8535062153872743,0.6489782306260199,71.35315720546845
0.5171942605576092,0.523126752052449,0.6187127290994932,46.98237869617702
0.954660201039391,0.7381239635059063,0.291815097495374,68.06600452963222
